ds;y
2022-7-29 10:0:0;9
2022-7-29 10:10:0;4
2022-7-29 10:20:0;3
2022-7-29 10:30:0;3
2022-7-29 10:40:0;3
2022-7-29 10:50:0;3
2022-7-29 11:0:0;4
2022-7-29 11:10:0;2
2022-7-29 11:20:0;1
2022-7-29 11:30:0;1
2022-7-29 11:40:0;2
2022-7-29 11:50:0;2
2022-7-29 12:0:0;3
2022-7-29 12:10:0;1
2022-7-29 12:20:0;1
2022-7-29 12:30:0;10
2022-7-29 12:40:0;7
2022-7-29 12:50:0;2
2022-7-29 13:0:0;5
2022-7-29 13:10:0;2
2022-7-29 13:30:0;2
2022-7-29 13:40:0;1
2022-7-29 13:50:0;1
2022-7-29 14:0:0;5
2022-7-29 14:10:0;4
2022-7-29 14:20:0;1
2022-7-29 14:30:0;1
2022-7-29 14:40:0;3
2022-7-29 15:0:0;8
2022-7-29 15:10:0;2
2022-7-29 15:20:0;2
2022-7-29 15:30:0;2
2022-7-29 15:40:0;1
2022-7-29 15:50:0;1
2022-7-29 16:0:0;7
2022-7-29 16:10:0;1
2022-7-29 16:20:0;2
2022-7-29 16:30:0;1
2022-7-29 16:38:0;1
2022-7-29 16:50:0;2
2022-7-29 17:0:0;9
2022-7-29 17:10:0;1
2022-7-29 17:20:0;1
2022-7-29 17:30:0;3
2022-7-29 17:40:0;2
2022-7-29 17:50:0;1
2022-7-29 18:0:0;19
2022-7-29 18:10:0;1
2022-7-29 18:20:0;4
2022-7-29 18:50:0;1
2022-7-29 19:0:0;2
2022-7-29 19:30:0;1
2022-7-29 19:40:0;1
2022-7-29 2:0:0;7
2022-7-29 20:30:0;2
2022-7-29 21:0:0;3
2022-7-29 21:10:0;3
2022-7-29 21:20:0;1
2022-7-29 21:30:0;1
2022-7-29 21:40:0;1
2022-7-29 22:20:0;1
2022-7-29 22:30:0;1
2022-7-29 22:40:0;1
2022-7-29 23:10:0;1
2022-7-29 23:50:0;1
2022-7-29 4:30:0;1
2022-7-29 4:40:0;2
2022-7-29 4:50:0;1
2022-7-29 5:20:0;2
2022-7-29 5:30:0;3
2022-7-29 5:40:0;1
2022-7-29 6:0:0;4
2022-7-29 6:10:0;1
2022-7-29 6:30:0;1
2022-7-29 6:40:0;4
2022-7-29 7:0:0;4
2022-7-29 7:10:0;1
2022-7-29 7:20:0;2
2022-7-29 7:30:0;6
2022-7-29 7:40:0;2
2022-7-29 7:50:0;2
2022-7-29 8:0:0;8
2022-7-29 8:10:0;5
2022-7-29 8:20:0;1
2022-7-29 8:30:0;5
2022-7-29 8:40:0;3
2022-7-29 8:50:0;1
2022-7-29 9:0:0;3
2022-7-29 9:10:0;2
2022-7-29 9:20:0;4
2022-7-29 9:30:0;5
2022-7-29 9:40:0;2
2022-7-3 0:50:0;1
2022-7-3 1:20:0;1
2022-7-3 10:0:0;3
2022-7-3 10:30:0;1
2022-7-3 11:30:0;1
2022-7-3 12:10:0;1
2022-7-3 13:0:0;6
2022-7-3 13:20:0;1
2022-7-3 13:30:0;2
2022-7-3 14:0:0;5
2022-7-3 14:10:0;1
2022-7-3 14:40:0;1
2022-7-3 15:10:0;1
2022-7-3 15:30:0;1
2022-7-3 16:10:0;1
2022-7-3 16:30:0;2
2022-7-3 16:50:0;1
2022-7-3 17:0:0;2
2022-7-3 17:40:0;1
2022-7-3 17:50:0;1
2022-7-3 18:0:0;6
2022-7-3 18:10:0;1
2022-7-3 18:20:0;1
2022-7-3 19:0:0;1
2022-7-3 19:30:0;2
2022-7-3 2:0:0;3
2022-7-3 20:10:0;1
2022-7-3 20:30:0;1
2022-7-3 21:20:0;1
2022-7-3 21:30:0;1
2022-7-3 21:50:0;1
2022-7-3 22:0:0;3
2022-7-3 22:10:0;1
2022-7-3 22:30:0;1
2022-7-3 23:0:0;1
2022-7-3 23:50:0;1
2022-7-3 4:0:0;1
2022-7-3 4:10:0;1
2022-7-3 4:30:0;1
2022-7-3 4:50:0;1
2022-7-3 5:10:0;1
2022-7-3 5:30:0;3
2022-7-3 6:0:0;3
2022-7-3 6:10:0;1
2022-7-3 7:0:0;1
2022-7-3 7:10:0;1
2022-7-3 7:20:0;1
2022-7-3 7:30:0;1
2022-7-3 8:0:0;1
2022-7-3 9:20:0;1
2022-7-4 0:20:0;1
2022-7-4 0:40:0;1
2022-7-4 10:0:0;3
2022-7-4 10:10:0;2
2022-7-4 10:20:0;1
2022-7-4 10:29:0;1
2022-7-4 10:30:0;4
2022-7-4 10:50:0;3
2022-7-4 10:53:0;1
2022-7-4 11:0:0;4
2022-7-4 11:10:0;3
2022-7-4 11:14:0;1
2022-7-4 11:20:0;5
2022-7-4 11:30:0;2
2022-7-4 11:40:0;2
2022-7-4 11:46:0;1
2022-7-4 11:50:0;2
2022-7-4 11:59:0;1
2022-7-4 12:0:0;4
2022-7-4 12:10:0;2
2022-7-4 12:30:0;7
2022-7-4 12:40:0;3
2022-7-4 12:50:0;1
2022-7-4 13:0:0;4
2022-7-4 13:10:0;1
2022-7-4 13:30:0;3
2022-7-4 13:40:0;1
2022-7-4 13:50:0;2
2022-7-4 13:8:0;1
2022-7-4 14:0:0;6
2022-7-4 14:10:0;3
2022-7-4 14:30:0;2
2022-7-4 14:57:0;1
2022-7-4 14:8:0;1
2022-7-4 15:0:0;7
2022-7-4 15:10:0;7
2022-7-4 15:30:0;2
2022-7-4 15:40:0;1
2022-7-4 15:50:0;1
2022-7-4 16:0:0;6
2022-7-4 16:10:0;2
2022-7-4 16:20:0;1
2022-7-4 16:30:0;4
2022-7-4 16:40:0;3
2022-7-4 16:50:0;1
2022-7-4 17:0:0;10
2022-7-4 17:10:0;3
2022-7-4 17:20:0;5
2022-7-4 17:30:0;5
2022-7-4 17:40:0;1
2022-7-4 17:50:0;1
2022-7-4 18:0:0;10
2022-7-4 18:10:0;7
2022-7-4 18:20:0;1
2022-7-4 18:30:0;2
2022-7-4 18:32:0;1
2022-7-4 18:40:0;3
2022-7-4 18:50:0;2
2022-7-4 19:0:0;3
2022-7-4 19:20:0;1
2022-7-4 19:30:0;3
2022-7-4 20:0:0;3
2022-7-4 20:10:0;1
2022-7-4 20:30:0;1
2022-7-4 20:40:0;1
2022-7-4 20:50:0;1
2022-7-4 21:0:0;1
2022-7-4 21:20:0;2
2022-7-4 21:40:0;1
2022-7-4 22:0:0;5
2022-7-4 22:10:0;1
2022-7-4 22:20:0;1
2022-7-4 22:40:0;1
2022-7-4 22:50:0;1
2022-7-4 23:0:0;1
2022-7-4 23:30:0;1
2022-7-4 3:20:0;2
2022-7-4 3:30:0;2
2022-7-4 4:0:0;1
2022-7-4 4:10:0;1
2022-7-4 4:20:0;1
2022-7-4 4:30:0;8
2022-7-4 5:0:0;4
2022-7-4 5:10:0;1
2022-7-4 5:20:0;3
2022-7-4 5:30:0;4
2022-7-4 5:40:0;1
2022-7-4 6:0:0;6
2022-7-4 6:10:0;2
2022-7-4 6:20:0;2
2022-7-4 6:30:0;5
2022-7-4 6:40:0;4
2022-7-4 6:50:0;1
2022-7-4 7:0:0;3
2022-7-4 7:10:0;5
2022-7-4 7:20:0;2
2022-7-4 7:30:0;6
2022-7-4 7:40:0;1
2022-7-4 7:50:0;2
2022-7-4 8:0:0;8
2022-7-4 8:20:0;1
2022-7-4 8:30:0;2
2022-7-4 8:38:0;1
2022-7-4 8:40:0;6
2022-7-4 8:50:0;2
2022-7-4 8:51:0;1
2022-7-4 8:57:0;1
2022-7-4 8:59:0;1
2022-7-4 9:0:0;7
2022-7-4 9:10:0;4
2022-7-4 9:12:0;1
2022-7-4 9:20:0;1
2022-7-4 9:24:0;1
2022-7-4 9:30:0;1
2022-7-4 9:38:0;1
2022-7-4 9:4:0;1
2022-7-4 9:40:0;1
2022-7-4 9:50:0;2
2022-7-5 0:10:0;2
2022-7-5 0:50:0;1
2022-7-5 1:0:0;1
2022-7-5 1:50:0;1
2022-7-5 10:0:0;3
2022-7-5 10:10:0;1
2022-7-5 10:20:0;6
2022-7-5 10:30:0;6
2022-7-5 10:50:0;1
2022-7-5 11:0:0;7
2022-7-5 11:10:0;2
2022-7-5 11:20:0;3
2022-7-5 11:30:0;4
2022-7-5 11:40:0;5
2022-7-5 11:46:0;1
2022-7-5 11:50:0;4
2022-7-5 12:0:0;5
2022-7-5 12:10:0;3
2022-7-5 12:20:0;1
2022-7-5 12:30:0;4
2022-7-5 12:40:0;2
2022-7-5 12:50:0;1
2022-7-5 12:52:0;1
2022-7-5 12:7:0;1
2022-7-5 13:0:0;10
2022-7-5 13:10:0;1
2022-7-5 13:20:0;1
2022-7-5 13:30:0;6
2022-7-5 13:40:0;2
2022-7-5 13:50:0;1
2022-7-5 14:0:0;1
2022-7-5 14:10:0;2
2022-7-5 14:20:0;1
2022-7-5 14:40:0;3
2022-7-5 14:50:0;4
2022-7-5 15:0:0;3
2022-7-5 15:10:0;10
2022-7-5 15:30:0;5
2022-7-5 15:40:0;2
2022-7-5 15:50:0;2
2022-7-5 16:0:0;6
2022-7-5 16:10:0;5
2022-7-5 16:20:0;1
2022-7-5 16:30:0;3
2022-7-5 16:40:0;4
2022-7-5 16:50:0;1
2022-7-5 17:0:0;11
2022-7-5 17:10:0;4
2022-7-5 17:15:0;1
2022-7-5 17:19:0;1
2022-7-5 17:20:0;5
2022-7-5 17:30:0;9
2022-7-5 17:40:0;2
2022-7-5 17:50:0;4
2022-7-5 18:0:0;15
2022-7-5 18:10:0;2
2022-7-5 18:30:0;6
2022-7-5 18:40:0;3
2022-7-5 18:50:0;1
2022-7-5 19:0:0;4
2022-7-5 19:10:0;2
2022-7-5 19:20:0;1
2022-7-5 19:30:0;1
2022-7-5 19:40:0;1
2022-7-5 19:50:0;1
2022-7-5 2:0:0;6
2022-7-5 2:50:0;2
2022-7-5 20:0:0;3
2022-7-5 20:10:0;1
2022-7-5 20:30:0;5
2022-7-5 20:40:0;1
2022-7-5 20:50:0;1
2022-7-5 21:10:0;2
2022-7-5 21:20:0;2
2022-7-5 21:50:0;1
2022-7-5 22:0:0;4
2022-7-5 22:10:0;2
2022-7-5 22:50:0;2
2022-7-5 23:0:0;2
2022-7-5 23:30:0;1
2022-7-5 3:0:0;1
2022-7-5 4:30:0;4
2022-7-5 4:40:0;1
2022-7-5 4:50:0;1
2022-7-5 5:0:0;4
2022-7-5 5:20:0;1
2022-7-5 5:30:0;1
2022-7-5 6:0:0;5
2022-7-5 6:10:0;1
2022-7-5 6:20:0;4
2022-7-5 6:30:0;5
2022-7-5 6:40:0;2
2022-7-5 6:50:0;1
2022-7-5 7:0:0;10
2022-7-5 7:10:0;1
2022-7-5 7:11:0;1
2022-7-5 7:20:0;1
2022-7-5 7:30:0;7
2022-7-5 7:40:0;5
2022-7-5 7:50:0;10
2022-7-5 7:51:0;1
2022-7-5 8:0:0;11
2022-7-5 8:10:0;2
2022-7-5 8:20:0;4
2022-7-5 8:30:0;3
2022-7-5 8:40:0;3
2022-7-5 8:50:0;3
2022-7-5 8:54:0;1
2022-7-5 9:0:0;6
2022-7-5 9:10:0;2
2022-7-5 9:20:0;3
2022-7-5 9:30:0;5
2022-7-5 9:40:0;3
2022-7-5 9:50:0;3
2022-7-6 0:0:0;2
2022-7-6 0:10:0;1
2022-7-6 0:30:0;1
2022-7-6 0:50:0;1
2022-7-6 1:0:0;2
2022-7-6 10:0:0;9
2022-7-6 10:10:0;1
2022-7-6 10:20:0;1
2022-7-6 10:24:0;1
2022-7-6 10:30:0;2
2022-7-6 10:4:0;1
2022-7-6 10:40:0;3
2022-7-6 10:50:0;2
2022-7-6 11:0:0;3
2022-7-6 11:10:0;2
2022-7-6 11:20:0;2
2022-7-6 11:30:0;2
2022-7-6 11:49:0;1
2022-7-6 11:50:0;4
2022-7-6 12:0:0;5
2022-7-6 12:10:0;1
2022-7-6 12:20:0;1
2022-7-6 12:24:0;1
2022-7-6 12:30:0;3
2022-7-6 12:37:0;1
2022-7-6 12:40:0;5
2022-7-6 12:50:0;1
2022-7-6 13:0:0;5
2022-7-6 13:10:0;4
2022-7-6 13:20:0;1
2022-7-6 13:30:0;3
2022-7-6 14:0:0;7
2022-7-6 14:10:0;2
2022-7-6 14:30:0;1
2022-7-6 15:0:0;3
2022-7-6 15:10:0;9
2022-7-6 15:14:0;1
2022-7-6 15:20:0;1
2022-7-6 15:21:0;1
2022-7-6 15:30:0;1
2022-7-6 15:40:0;1
2022-7-6 15:50:0;3
2022-7-6 16:0:0;7
2022-7-6 16:10:0;2
2022-7-6 16:20:0;1
2022-7-6 16:30:0;5
2022-7-6 16:40:0;2
2022-7-6 16:50:0;1
2022-7-6 17:0:0;15
2022-7-6 17:10:0;5
2022-7-6 17:20:0;3
2022-7-6 17:30:0;10
2022-7-6 17:40:0;2
2022-7-6 17:50:0;1
2022-7-6 18:0:0;19
2022-7-6 18:10:0;2
2022-7-6 18:30:0;1
2022-7-6 18:40:0;1
2022-7-6 19:0:0;3
2022-7-6 19:10:0;1
2022-7-6 19:11:0;1
2022-7-6 19:12:0;1
2022-7-6 19:20:0;2
2022-7-6 19:50:0;1
2022-7-6 2:0:0;6
2022-7-6 2:50:0;3
2022-7-6 20:0:0;2
2022-7-6 20:30:0;5
2022-7-6 21:0:0;1
2022-7-6 21:10:0;1
2022-7-6 21:20:0;2
2022-7-6 21:30:0;1
2022-7-6 21:51:0;1
2022-7-6 22:0:0;2
2022-7-6 22:30:0;1
2022-7-6 22:50:0;1
2022-7-6 4:20:0;2
2022-7-6 4:30:0;3
2022-7-6 4:50:0;1
2022-7-6 5:0:0;3
2022-7-6 5:10:0;1
2022-7-6 5:30:0;2
2022-7-6 6:0:0;5
2022-7-6 6:15:0;1
2022-7-6 6:20:0;1
2022-7-6 6:30:0;5
2022-7-6 6:40:0;3
2022-7-6 7:0:0;2
2022-7-6 7:10:0;2
2022-7-6 7:20:0;2
2022-7-6 7:30:0;7
2022-7-6 7:40:0;3
2022-7-6 7:50:0;3
2022-7-6 8:0:0;9
2022-7-6 8:10:0;6
2022-7-6 8:20:0;1
2022-7-6 8:30:0;5
2022-7-6 8:40:0;7
2022-7-6 8:46:0;1
2022-7-6 8:50:0;5
2022-7-6 8:56:0;1
2022-7-6 9:0:0;2
2022-7-6 9:10:0;1
2022-7-6 9:20:0;4
2022-7-6 9:30:0;7
2022-7-6 9:40:0;3
2022-7-6 9:50:0;3
2022-7-6 9:55:0;1
2022-7-7 0:10:0;2
2022-7-7 0:30:0;1
2022-7-7 0:50:0;1
2022-7-7 1:0:0;1
2022-7-7 10:0:0;3
2022-7-7 10:10:0;1
2022-7-7 10:30:0;5
2022-7-7 10:40:0;1
2022-7-7 10:50:0;1
2022-7-7 11:0:0;3
2022-7-7 11:10:0;3
2022-7-7 11:20:0;1
2022-7-7 11:30:0;4
2022-7-7 11:40:0;2
2022-7-7 11:50:0;2
2022-7-7 12:0:0;6
2022-7-7 12:10:0;2
2022-7-7 12:20:0;3
2022-7-7 12:30:0;8
2022-7-7 12:40:0;3
2022-7-7 12:50:0;2
2022-7-7 13:10:0;1
2022-7-7 13:20:0;2
2022-7-7 13:30:0;4
2022-7-7 13:40:0;1
2022-7-7 13:50:0;2
2022-7-7 14:0:0;7
2022-7-7 14:10:0;1
2022-7-7 14:20:0;2
2022-7-7 14:30:0;4
2022-7-7 14:40:0;2
2022-7-7 15:0:0;5
2022-7-7 15:10:0;8
2022-7-7 15:15:0;1
2022-7-7 15:20:0;1
2022-7-7 15:30:0;2
2022-7-7 15:40:0;2
2022-7-7 15:50:0;5
2022-7-7 16:0:0;5
2022-7-7 16:10:0;1
2022-7-7 16:20:0;1
2022-7-7 16:30:0;5
2022-7-7 16:40:0;3
2022-7-7 16:50:0;3
2022-7-7 17:0:0;6
2022-7-7 17:10:0;5
2022-7-7 17:20:0;1
2022-7-7 17:30:0;7
2022-7-7 17:40:0;2
2022-7-7 17:50:0;4
2022-7-7 18:0:0;13
2022-7-7 18:10:0;2
2022-7-7 18:20:0;4
2022-7-7 18:30:0;4
2022-7-7 18:40:0;4
2022-7-7 18:50:0;1
2022-7-7 19:0:0;3
2022-7-7 19:10:0;4
2022-7-7 19:15:0;1
2022-7-7 19:20:0;2
2022-7-7 19:30:0;2
2022-7-7 19:50:0;2
2022-7-7 2:0:0;6
2022-7-7 2:50:0;3
2022-7-7 20:0:0;7
2022-7-7 20:10:0;2
2022-7-7 20:30:0;5
2022-7-7 20:50:0;1
2022-7-7 21:0:0;5
2022-7-7 21:10:0;2
2022-7-7 21:20:0;2
2022-7-7 21:30:0;1
2022-7-7 21:50:0;1
2022-7-7 22:0:0;4
2022-7-7 22:50:0;2
2022-7-7 4:0:0;1
2022-7-7 4:30:0;6
2022-7-7 4:40:0;1
2022-7-7 4:50:0;2
2022-7-7 5:0:0;3
2022-7-7 5:30:0;2
2022-7-7 6:0:0;6
2022-7-7 6:20:0;1
2022-7-7 6:30:0;1
2022-7-7 6:40:0;3
2022-7-7 7:0:0;1
2022-7-7 7:10:0;2
2022-7-7 7:30:0;4
2022-7-7 7:40:0;4
2022-7-7 7:50:0;7
2022-7-7 8:0:0;9
2022-7-7 8:10:0;5
2022-7-7 8:20:0;1
2022-7-7 8:30:0;6
2022-7-7 8:40:0;2
2022-7-7 8:50:0;1
2022-7-7 9:0:0;3
2022-7-7 9:30:0;5
2022-7-7 9:40:0;1
2022-7-8 0:0:0;2
2022-7-8 0:30:0;1
2022-7-8 1:0:0;1
2022-7-8 1:50:0;1
2022-7-8 10:0:0;8
2022-7-8 10:1:0;1
2022-7-8 10:10:0;2
2022-7-8 10:20:0;2
2022-7-8 10:30:0;1
2022-7-8 10:40:0;3
2022-7-8 10:50:0;1
2022-7-8 11:0:0;3
2022-7-8 11:30:0;4
2022-7-8 11:40:0;3
2022-7-8 11:50:0;2
2022-7-8 12:0:0;6
2022-7-8 12:10:0;1
2022-7-8 12:30:0;7
2022-7-8 12:40:0;1
2022-7-8 13:0:0;5
2022-7-8 13:10:0;2
2022-7-8 13:30:0;3
2022-7-8 13:40:0;1
2022-7-8 14:0:0;8
2022-7-8 14:10:0;2
2022-7-8 14:30:0;1
2022-7-8 14:40:0;1
2022-7-8 14:50:0;4
2022-7-8 15:0:0;8
2022-7-8 15:10:0;10
2022-7-8 15:20:0;2
2022-7-8 15:30:0;3
2022-7-8 15:40:0;2
2022-7-8 15:50:0;2
2022-7-8 16:0:0;5
2022-7-8 16:10:0;2
2022-7-8 16:30:0;3
2022-7-8 16:40:0;2
2022-7-8 16:50:0;2
2022-7-8 17:0:0;7
2022-7-8 17:10:0;3
2022-7-8 17:20:0;2
2022-7-8 17:30:0;5
2022-7-8 17:40:0;1
2022-7-8 17:50:0;1
2022-7-8 18:0:0;10
2022-7-8 18:10:0;1
2022-7-8 18:20:0;1
2022-7-8 18:30:0;4
2022-7-8 18:40:0;1
2022-7-8 19:0:0;2
2022-7-8 19:20:0;3
2022-7-8 19:30:0;1
2022-7-8 2:0:0;7
2022-7-8 2:40:0;1
2022-7-8 2:50:0;1
2022-7-8 20:0:0;3
2022-7-8 20:10:0;1
2022-7-8 20:20:0;2
2022-7-8 20:30:0;1
2022-7-8 20:40:0;3
2022-7-8 21:0:0;2
2022-7-8 21:20:0;2
2022-7-8 21:30:0;1
2022-7-8 21:37:0;1
2022-7-8 22:0:0;2
2022-7-8 22:10:0;1
2022-7-8 22:20:0;2
2022-7-8 22:30:0;1
2022-7-8 22:50:0;1
2022-7-8 23:0:0;1
2022-7-8 4:30:0;4
2022-7-8 4:40:0;1
2022-7-8 4:50:0;1
2022-7-8 5:0:0;4
2022-7-8 5:10:0;1
2022-7-8 6:0:0;9
2022-7-8 6:20:0;2
2022-7-8 6:30:0;2
2022-7-8 6:40:0;5
2022-7-8 6:50:0;2
2022-7-8 7:0:0;5
2022-7-8 7:10:0;4
2022-7-8 7:20:0;2
2022-7-8 7:30:0;6
2022-7-8 7:40:0;2
2022-7-8 7:50:0;5
2022-7-8 8:0:0;6
2022-7-8 8:10:0;3
2022-7-8 8:20:0;3
2022-7-8 8:30:0;4
2022-7-8 8:40:0;3
2022-7-8 8:50:0;1
2022-7-8 9:0:0;4
2022-7-8 9:10:0;1
2022-7-8 9:20:0;2
2022-7-8 9:30:0;1
2022-7-8 9:40:0;3
2022-7-8 9:50:0;2
2022-7-9 0:10:0;1
2022-7-9 0:30:0;1
2022-7-9 0:50:0;1
2022-7-9 1:0:0;1
2022-7-9 11:20:0;1
2022-7-9 12:0:0;1
2022-7-9 12:30:0;2
2022-7-9 12:50:0;1
2022-7-9 13:20:0;1
2022-7-9 13:57:0;1
2022-7-9 14:0:0;6
2022-7-9 14:30:0;1
2022-7-9 14:40:0;1
2022-7-9 15:0:0;1
2022-7-9 15:10:0;7
2022-7-9 16:0:0;1
2022-7-9 17:30:0;1
2022-7-9 18:0:0;5
2022-7-9 18:10:0;1
2022-7-9 18:50:0;1
2022-7-9 2:0:0;3
2022-7-9 2:30:0;1
2022-7-9 2:50:0;1
2022-7-9 20:20:0;1
2022-7-9 20:30:0;1
2022-7-9 21:20:0;2
2022-7-9 21:30:0;1
2022-7-9 21:40:0;1
2022-7-9 22:0:0;2
2022-7-9 22:10:0;2
2022-7-9 4:30:0;4
2022-7-9 4:40:0;1
2022-7-9 5:0:0;4
2022-7-9 5:10:0;2
2022-7-9 5:30:0;2
2022-7-9 6:0:0;4
2022-7-9 6:20:0;1
2022-7-9 7:20:0;1
2022-7-9 7:30:0;1
2022-7-9 9:0:0;1
2022-7-9 9:30:0;2
2022-7-9 9:40:0;1
